id,gender,occupation_type,avg_work_hours_per_day,avg_rest_hours_per_day,avg_sleep_hours_per_day,avg_exercise_hours_per_day,age_at_death
10473,Male,Freelancer,9.89,4.51,7.98,1.62,83
10474,Female,Scientist,10.75,4.03,7.68,1.54,84
10475,Female,Technician,7.51,5.96,9.61,0.92,83
10476,Female,Retail Worker,8.26,3.57,9.91,2.26,72
10477,Male,Teacher,8.56,9.48,5.96,0.01,93
10478,Female,Driver,11.85,4.54,6.85,0.77,72
10479,Male,Manual Laborer,9.31,5.41,7.89,1.4,66
10480,Female,Artist,5.3,11.73,6.97,0,92
10481,Male,Technician,9.22,10.03,3.74,1.01,84
10482,Female,Retail Worker,7.08,8.45,8.27,0.2,74
10483,Female,Freelancer,11.95,3.72,6.08,2.24,80
10484,Male,Consultant,8.52,5.12,7.69,2.67,89
10485,Male,Retail Worker,8.27,4.03,8.7,3,89
10486,Male,Engineer,8.81,9.45,5.74,0,77
10487,Male,Freelancer,11.68,4.5,6.79,1.03,78
10488,Male,Office Worker,8.19,5.44,8.04,2.34,91
10489,Male,Entrepreneur,15.69,1,5.87,1.44,77
10490,Female,Office Worker,7.91,4.99,9.14,1.96,83
10491,Male,Manager,13.97,1,7.35,1.68,67
10492,Male,Consultant,6.65,6.34,8.48,2.53,81
10493,Male,Technician,9.1,3.47,8.42,3,82
10494,Female,Technician,7.41,5.94,8.33,2.32,99
10495,Male,Freelancer,5.43,12.73,4.44,1.4,91
10496,Female,Scientist,10.37,7.7,5.93,0,72
10497,Female,Office Worker,7.03,9.56,6.49,0.91,97
10498,Male,Entrepreneur,13.03,4.69,5.92,0.36,75
10499,Female,Office Worker,8.83,6.79,6.29,2.09,85
10500,Female,Technician,9.95,4.56,9.09,0.39,76
10501,Male,Entrepreneur,13.1,2.42,7.2,1.28,64
10502,Female,Entrepreneur,11.61,3.97,7.16,1.26,82
10503,Male,Engineer,9.88,4.8,7.11,2.21,88
10504,Male,Consultant,8.14,6.78,7.97,1.11,65
10505,Female,Manager,12.5,3.49,5.93,2.08,80
10506,Female,Retail Worker,7.99,6.44,7.34,2.23,97
10507,Male,Consultant,10.78,7.17,5.15,0.91,70
10508,Female,Technician,9.69,7.88,6.27,0.16,91
10509,Female,Scientist,8.58,10.1,3,2.32,88
10510,Female,Driver,9.5,4.5,8.61,1.38,74
10511,Female,Teacher,6.85,11.22,5.62,0.31,83
10512,Male,Artist,5.22,9.33,9.45,0,69
10513,Male,Healthcare Worker,9.5,4.13,7.64,2.74,82
10514,Male,Freelancer,9.42,8.36,4.38,1.84,88
10515,Male,Healthcare Worker,10.05,4.78,7.68,1.48,71
10516,Female,Manager,14,1,7.99,1.01,69
10517,Male,Teacher,7.64,7.76,6.11,2.49,74
10518,Male,Engineer,7.53,5.59,9.74,1.14,80
10519,Male,Engineer,7.27,8.8,7.39,0.54,73
10520,Female,Healthcare Worker,10.84,2.33,8.97,1.86,91
10521,Female,Engineer,7.09,7.33,8.11,1.46,80
10522,Female,Teacher,8.37,6.87,8.76,0,94
10523,Female,Technician,9.79,5.16,6.06,3,66
10524,Male,Healthcare Worker,10.65,8.31,4.73,0.31,68
10525,Male,Driver,9.8,1.19,10.01,3,76
10526,Male,Scientist,7.13,8.87,7.46,0.54,77
10527,Male,Driver,9.23,5.09,7.29,2.38,82
10528,Female,Healthcare Worker,9.15,8.25,5.3,1.31,91
10529,Male,Consultant,9.27,4.63,7.1,3,89
10530,Female,Artist,8.67,7.16,7.47,0.71,85
10531,Male,Office Worker,9.33,6.1,7.59,0.98,74
10532,Female,Office Worker,8.16,7.37,5.47,3,78
10533,Male,Scientist,8.72,7.25,5.07,2.97,86
10534,Female,Artist,8.34,6.94,5.98,2.74,97
10535,Male,Artist,7.39,9.68,6.24,0.69,81
10536,Female,Artist,9.07,5.61,8.38,0.94,74
10537,Female,Office Worker,7.01,9.74,5.84,1.41,89
10538,Female,Entrepreneur,10.52,1.94,8.54,3,87
10539,Female,Scientist,10.15,4.85,5.99,3,78
10540,Female,Office Worker,7.26,6.97,7.77,2.01,94
10541,Female,Retail Worker,7.62,7.51,6.01,2.86,100
10542,Male,Teacher,6.07,10.55,6.44,0.94,95
10543,Male,Manual Laborer,10.22,6.12,5.23,2.43,100
10544,Female,Driver,9.13,7.02,6.22,1.63,82
10545,Female,Office Worker,7.79,7.8,6.36,2.06,90
10546,Male,Entrepreneur,13.01,2.4,8.32,0.28,78
10547,Female,Scientist,0.83,4.98,17.71,0.48,59
10548,Female,Healthcare Worker,10.14,5.29,7.39,1.17,84
10549,Male,Manual Laborer,9.81,5.71,7.15,1.33,70
10550,Male,Scientist,8.86,4,10.19,0.95,71
10551,Male,Office Worker,7.41,9.93,5.85,0.81,90
10552,Female,Consultant,6.49,10.26,6.66,0.59,85
10553,Female,Artist,9.1,3.76,10.03,1.11,80
10554,Male,Retail Worker,8.01,8.91,6.15,0.94,82
10555,Female,Teacher,7.02,8.99,6.86,1.13,90
10556,Male,Artist,5.86,2.01,15.59,0.54,54
10557,Male,Engineer,8.52,8.46,5.6,1.42,82
10558,Female,Freelancer,9.79,4.39,7.95,1.87,86
10559,Female,Scientist,8.08,2.8,10.78,2.34,70
10560,Male,Office Worker,8.09,6.16,7.33,2.42,87
10561,Female,Engineer,7.72,4.87,8.41,3,84
10562,Male,Retail Worker,9.85,5.75,5.92,2.48,78
10563,Male,Driver,8.61,6.04,6.36,3,76
10564,Female,Teacher,8.15,7.65,7.15,1.06,87
10565,Male,Retail Worker,9.27,6.33,7.61,0.79,83
10566,Male,Artist,8.07,7.81,5.12,3,82
10567,Female,Entrepreneur,13.34,3.79,5.96,0.91,64
10568,Male,Manual Laborer,10.23,5.62,7.32,0.83,87
10569,Female,Consultant,18.8,1.71,3.49,0,55
10570,Male,Consultant,8.48,6.21,7.78,1.54,85
10571,Male,Freelancer,10.08,4.12,7.63,2.18,80
10572,Male,Driver,9.9,5.3,8.8,0,82
10573,Female,Technician,7.76,5.89,8.66,1.69,89
10574,Male,Teacher,6.28,8.34,6.68,2.69,90
10575,Male,Scientist,10.73,3.66,7.35,2.25,70
10576,Female,Driver,10.16,2.36,8.82,2.66,79
10577,Female,Artist,8.63,5.02,9.25,1.11,74
10578,Male,Manager,12.99,1.44,8.92,0.65,81
10579,Female,Manager,12.59,3.7,7.09,0.62,87
10580,Female,Engineer,8.5,10.01,5.28,0.21,82
10581,Male,Freelancer,8.86,6.46,6.44,2.24,80
10582,Female,Engineer,9.91,2.56,10.61,0.91,79
10583,Male,Artist,8.96,6.16,8.83,0.04,62
10584,Male,Freelancer,7.13,10.26,6.61,0,81
10585,Male,Scientist,9.69,5.46,7.56,1.29,76
10586,Male,Driver,10.67,4.72,6.16,2.45,84
10587,Female,Teacher,8.38,6.37,6.53,2.73,81
10588,Male,Consultant,8.2,8.31,7.2,0.28,89
10589,Female,Consultant,18.05,5.11,0.84,0,45
10590,Male,Freelancer,10.97,6.1,5.45,1.49,59
10591,Male,Technician,8.88,6.22,8.64,0.26,72
10592,Male,Retail Worker,6.01,11.64,4.45,1.89,85
10593,Male,Technician,9.86,7.23,5.8,1.1,54
10594,Female,Freelancer,9.56,6.48,5.44,2.51,76
10595,Female,Entrepreneur,12.19,3.54,6.3,1.97,70
10596,Female,Engineer,9.95,2.14,8.92,2.99,83
10597,Male,Freelancer,9.59,7.98,6.43,0,69
10598,Female,Technician,9.34,6.63,5.13,2.91,92
10599,Male,Office Worker,9.73,4.09,7.18,3,88
10600,Female,Driver,11.44,4.14,8.42,0,85
10601,Male,Freelancer,22.45,0.78,0.77,0,25
10602,Male,Office Worker,9.62,3.8,8.14,2.44,100
10603,Male,Consultant,7.74,11.57,4.08,0.61,86
10604,Female,Office Worker,7.77,5.24,9.18,1.81,96
10605,Male,Scientist,8.57,4.84,8.61,1.98,82
10606,Male,Freelancer,6.9,9.82,6.29,1,81
10607,Female,Manager,11.25,2.85,8.4,1.49,76
10608,Male,Scientist,21.2,2.41,0.39,0,51
10609,Female,Retail Worker,8.04,4.27,10.67,1.03,74
10610,Female,Teacher,6.41,9.16,7.17,1.26,94
10611,Female,Artist,5.27,13.53,5.2,0,82
10612,Male,Office Worker,7.87,8.94,6.21,0.98,82
10613,Female,Engineer,7.24,4.39,9.37,3,59
10614,Female,Consultant,11.68,1,8.32,3,75
10615,Male,Healthcare Worker,8.85,3.63,8.61,2.91,89
10616,Male,Freelancer,8.6,4.86,7.54,3,79
10617,Male,Engineer,8.16,7.35,6.69,1.8,84
10618,Female,Engineer,7.86,8.2,7.13,0.81,86
10619,Female,Artist,7.74,8.28,6.22,1.76,93
10620,Male,Manager,11.87,3.03,7.85,1.24,83
10621,Female,Entrepreneur,11.8,4.06,7.44,0.71,89
10622,Male,Manual Laborer,10.98,3.17,7.64,2.21,66
10623,Female,Entrepreneur,12.17,1,7.87,2.96,81
10624,Male,Healthcare Worker,3.06,2.63,17.81,0.5,38
10625,Female,Scientist,9.75,6.98,5.77,1.51,74
10626,Male,Healthcare Worker,8.41,6.45,8.09,1.05,89
10627,Female,Manager,9.1,4.25,8.49,2.16,95
10628,Female,Freelancer,11.82,3.17,6.01,3,72
10629,Male,Scientist,8.61,7.74,7.58,0.07,87
10630,Male,Manual Laborer,10.01,5.46,7.39,1.14,82
10631,Male,Manager,0.36,21.55,0.69,1.4,61
10632,Male,Freelancer,6.9,9.1,6.57,1.43,83
10633,Female,Office Worker,9.93,4.83,7.32,1.92,82
10634,Male,Scientist,8.83,6.11,7.95,1.12,84
10635,Male,Freelancer,11.81,3.52,8.15,0.52,64
10636,Female,Manual Laborer,10,2.5,8.61,2.89,80
10637,Female,Healthcare Worker,10.48,5.97,7.54,0,78
10638,Female,Artist,7.38,7.76,7.02,1.84,86
10639,Male,Retail Worker,6.44,7.34,10.14,0.08,76
10640,Female,Retail Worker,8.68,5.23,9.38,0.71,71
10641,Female,Scientist,10.23,3.4,8.1,2.27,71
10642,Male,Scientist,9.4,1.06,10.54,3,79
10643,Male,Teacher,0.22,20.05,1.82,1.91,69
10644,Male,Technician,8.77,3.23,12,0,58
10645,Female,Manager,12.14,4.67,6.1,1.1,90
10646,Male,Technician,7.3,7.92,6.2,2.58,86
10647,Male,Engineer,8.81,5.93,8.62,0.64,87
10648,Female,Technician,7.56,7.5,8.48,0.47,98
10649,Male,Retail Worker,8.2,5.34,7.46,3,84
10650,Female,Entrepreneur,11.29,2.24,8.81,1.66,76
10651,Female,Office Worker,7.58,9.27,6.82,0.34,77
10652,Female,Manual Laborer,8.86,5.23,8.87,1.05,83
10653,Male,Manager,8.63,10.96,3.87,0.54,82
10654,Female,Manual Laborer,9.61,6.78,7.24,0.37,77
10655,Female,Entrepreneur,11.7,3.66,6.17,2.47,80
10656,Female,Healthcare Worker,8.89,6.01,7.5,1.6,85
10657,Male,Manual Laborer,11.73,3.73,6.65,1.89,70
10658,Female,Artist,8.32,3.9,9.62,2.16,90
10659,Male,Freelancer,10.64,2.67,8.94,1.75,85
10660,Male,Engineer,7.61,9.92,5.52,0.95,76
10661,Male,Office Worker,9.43,4.55,7.99,2.03,90
10662,Female,Healthcare Worker,8.3,8.97,6.4,0.33,88
10663,Male,Freelancer,9.94,3.95,8.41,1.69,80
10664,Male,Teacher,6.18,7.17,9.12,1.53,83
10665,Female,Engineer,7.2,6.43,9.66,0.7,81
10666,Male,Freelancer,6.13,8.76,6.76,2.35,78
10667,Female,Office Worker,7.89,9.8,5.95,0.37,89
10668,Female,Healthcare Worker,11.91,2.33,7.15,2.6,90
10669,Female,Retail Worker,9.11,4.87,7.01,3,87
10670,Female,Retail Worker,8.22,8.71,6.72,0.36,99
10671,Male,Manager,10.57,4.33,7.03,2.06,81
10672,Male,Retail Worker,6.86,7.69,7.96,1.49,78
10673,Female,Technician,8.54,9.87,5.59,0,87
10674,Male,Teacher,6.97,9.84,6.85,0.34,75
10675,Female,Engineer,7.8,8.83,7.37,0,82
10676,Male,Teacher,21.96,0.66,1.38,0,25
10677,Male,Artist,7.13,10.99,3.75,2.13,85
10678,Male,Manager,13.4,2.41,6.86,1.34,67
10679,Female,Artist,6.41,10.54,6.28,0.77,89
10680,Female,Manual Laborer,11.79,5.46,6.75,0,83
10681,Female,Retail Worker,8.65,4.93,8.21,2.21,78
10682,Male,Scientist,8.56,5.06,7.38,3,81
10683,Female,Manager,12.22,4.02,7.13,0.63,72
10684,Male,Scientist,10.21,5.5,7.9,0.39,80
10685,Male,Scientist,10.35,2.17,10.67,0.81,63
10686,Female,Technician,7.14,3.51,10.35,3,76
10687,Female,Engineer,9.64,7.94,4.93,1.48,90
10688,Male,Artist,9.88,3.1,8.7,2.32,82
10689,Female,Driver,11.09,3.44,7.8,1.67,72
10690,Male,Scientist,10.32,7.85,4.23,1.6,79
10691,Male,Consultant,8.77,6.37,6.39,2.47,95
10692,Male,Freelancer,8.75,9.81,4.25,1.19,75
10693,Male,Consultant,8.97,6.99,7.46,0.58,78
10694,Male,Scientist,8.15,5.61,9.12,1.12,83
10695,Male,Manager,9.85,5.85,7.09,1.21,73
10696,Female,Entrepreneur,11.71,1.43,9.25,1.61,78
10697,Male,Teacher,8.27,6.8,8.93,0,68
10698,Female,Retail Worker,8.13,4.07,10.71,1.1,71
10699,Male,Engineer,7.86,3.71,10.65,1.78,63
10700,Male,Office Worker,9.73,2.72,8.55,3,80
10701,Female,Consultant,8.48,8.65,5.85,1.02,91
10702,Male,Engineer,8.15,4.45,10.25,1.14,65
10703,Female,Engineer,9.9,7.3,4.57,2.24,90
10704,Male,Freelancer,8.23,6.81,7,1.96,76
10705,Male,Office Worker,7.48,5.63,9.93,0.96,68
10706,Male,Teacher,8.82,7.53,7.15,0.5,78
10707,Female,Entrepreneur,10.59,1,9.45,2.96,72
10708,Male,Consultant,10.18,4.83,8.26,0.72,87
10709,Female,Teacher,6.8,7.32,8.37,1.52,88
10710,Female,Entrepreneur,15.59,1,6.68,0.72,77
10711,Male,Scientist,7.9,6.88,8.97,0.25,85
10712,Female,Retail Worker,9.65,7.12,6.14,1.08,74
10713,Female,Office Worker,9.95,6.04,6.03,1.98,75
10714,Female,Artist,4.22,8.49,9.3,1.99,100
10715,Female,Retail Worker,7.52,8.99,6.3,1.19,78
10716,Female,Entrepreneur,11.64,3.17,7.01,2.18,88
10717,Male,Technician,9.71,6.3,7.42,0.57,74
10718,Male,Teacher,6.31,11.36,6.33,0,81
10719,Female,Teacher,6.61,6.81,8.99,1.59,76
10720,Female,Retail Worker,9.85,1.77,9.87,2.52,75
10721,Male,Healthcare Worker,8.14,5.24,8.09,2.53,84
10722,Male,Manual Laborer,9.42,7.47,7.12,0,79
10723,Male,Scientist,8.16,5.93,8.89,1.03,77
10724,Female,Teacher,6.01,8.37,7.29,2.32,82
10725,Male,Driver,10.52,4.62,7.96,0.9,90
10726,Female,Artist,7.61,10.64,3.49,2.26,93
10727,Female,Technician,8.6,8.31,7.09,0,86
10728,Male,Driver,10.64,1,10.27,2.09,77
10729,Male,Artist,7.52,10.62,4.98,0.88,86
10730,Female,Technician,7.3,6.06,7.68,2.96,100
10731,Female,Technician,8.58,3.94,8.48,3,84
10732,Male,Engineer,7.42,9.26,5.56,1.77,93
10733,Male,Technician,9.61,5.54,6.84,2.02,74
10734,Male,Consultant,7.31,7.74,7.67,1.27,75
10735,Female,Retail Worker,9.51,1.8,10.3,2.39,75
10736,Female,Teacher,8.21,4.73,8.41,2.65,82
10737,Male,Retail Worker,6.33,8.77,7.91,0.99,73
10738,Male,Technician,7.3,7.26,7.43,2,88
10739,Male,Engineer,8.31,7.7,6.09,1.9,81
10740,Female,Retail Worker,9.9,4.51,7.02,2.56,80
10741,Male,Freelancer,9.72,4.57,7.2,2.52,86
10742,Female,Scientist,7.67,6.96,6.96,2.42,93
10743,Male,Manager,9.07,5.99,5.94,3,98
10744,Female,Artist,6.81,8.11,7.66,1.43,86
10745,Female,Artist,9.69,5.77,6.83,1.71,85
10746,Female,Office Worker,9.15,7.74,6.35,0.76,81
10747,Male,Consultant,8.45,8.33,5.94,1.28,85
10748,Female,Retail Worker,6.72,9.51,4.91,2.87,94
10749,Male,Driver,11.54,2.95,6.88,2.63,67
10750,Female,Healthcare Worker,6.65,1.86,14.97,0.52,52
10751,Female,Consultant,6.82,7.99,8.84,0.34,100
10752,Female,Scientist,10.96,2.56,8.03,2.45,79
10753,Male,Driver,9.15,4.88,7.18,2.78,85
10754,Male,Healthcare Worker,11.28,3.08,9.12,0.53,62
10755,Female,Manager,12.48,1.53,8.42,1.56,75
10756,Male,Entrepreneur,12.6,4.22,6.16,1.02,75
10757,Female,Retail Worker,6.16,6.45,8.54,2.84,92
10758,Female,Manual Laborer,9,5.04,8.09,1.87,81
10759,Male,Retail Worker,6.05,8.23,7.8,1.92,85
10760,Female,Artist,6.55,12.15,5.19,0.11,98
10761,Male,Consultant,11.06,4.33,7.64,0.96,65
10762,Female,Retail Worker,8.57,5.49,9.36,0.58,76
10763,Female,Consultant,6.99,10.26,5.01,1.74,90
10764,Female,Healthcare Worker,10.05,1,10.45,2.51,81
10765,Female,Teacher,7,10.79,4.83,1.38,96
10766,Female,Manager,11.75,3.44,6.5,2.31,78
10767,Female,Manual Laborer,9.97,7.01,6.66,0.36,83
10768,Male,Freelancer,6.57,12.31,5.13,0,83
10769,Male,Consultant,11.84,3.83,6.57,1.75,66
10770,Male,Driver,8.07,7.77,7.15,1.02,75
10771,Male,Technician,7.34,8.34,5.59,2.73,93
10772,Male,Technician,9.52,4.66,7.72,2.1,87
10773,Male,Driver,8.06,5.47,9.15,1.32,62
10774,Male,Artist,5.6,6.92,8.75,2.72,78
10775,Female,Artist,9.12,5.84,7.85,1.18,82
10776,Male,Technician,8.76,3.58,8.85,2.81,85
10777,Male,Consultant,9.54,6.92,7.51,0.02,81
10778,Female,Retail Worker,8.84,4.58,8.13,2.46,79
10779,Male,Teacher,6.39,10.72,6.13,0.76,81
10780,Male,Teacher,7.8,3.64,12.24,0.33,81
10781,Male,Entrepreneur,13.31,1,6.69,3,72
10782,Male,Manager,11.07,5.97,6.96,0,80
10783,Male,Scientist,0.75,5.87,16.88,0.51,54
10784,Male,Entrepreneur,10.49,9.59,3.82,0.1,80
10785,Female,Teacher,7.19,8.12,6.84,1.85,81
10786,Female,Driver,10.67,4.52,6.39,2.41,81
10787,Female,Technician,9.43,6.97,6.72,0.89,78
10788,Male,Scientist,7.6,7.59,8.13,0.68,83
10789,Female,Retail Worker,9.59,3.96,7.45,3,89
10790,Female,Artist,8.81,6.65,7.83,0.72,95
10791,Male,Artist,5.62,11.05,4.33,3,85
10792,Female,Consultant,10.13,4.06,7.8,2.02,86
10793,Male,Healthcare Worker,8.92,5.67,7.66,1.76,94
10794,Female,Driver,11.22,6.69,4.97,1.12,82
10795,Male,Driver,10.76,4.79,6.79,1.66,86
10796,Female,Retail Worker,9.76,5.21,6.97,2.06,84
10797,Female,Driver,9.43,7.04,6.15,1.38,75
10798,Male,Healthcare Worker,11.63,4.29,7.81,0.26,62
10799,Male,Scientist,23.82,0,0.5,0,25
10800,Female,Engineer,7.48,10.9,4.97,0.64,78
10801,Female,Retail Worker,7.4,5.65,9.02,1.92,76
10802,Female,Consultant,9.26,6.13,7.2,1.41,67
10803,Male,Office Worker,19.2,2.5,2.31,0,44
10804,Female,Healthcare Worker,10.41,1.17,9.42,3,69
10805,Female,Technician,9.06,5.82,8.8,0.32,81
10806,Male,Scientist,9.9,4.29,6.98,2.83,78
10807,Female,Manual Laborer,9.07,4.85,9.08,1,78
10808,Female,Manual Laborer,10.56,5.75,4.69,3,83
10809,Female,Manual Laborer,9.59,4.65,8.36,1.4,75
10810,Female,Technician,8.5,5.34,8.95,1.21,86
10811,Female,Artist,4.04,12.38,7.14,0.44,98
10812,Female,Manager,10.49,4.06,8.05,1.39,79
10813,Male,Engineer,7.97,3.35,9.68,3,80
10814,Female,Manual Laborer,10.6,4.68,8.69,0.03,80
10815,Female,Healthcare Worker,10.34,4.03,7.89,1.74,67
10816,Female,Healthcare Worker,8.03,8.71,6.23,1.03,76
10817,Female,Artist,21.83,1.83,0.34,0,31
10818,Female,Healthcare Worker,9.57,5.84,6.84,1.76,90
10819,Female,Manager,13.37,1,9.26,0.38,74
10820,Female,Healthcare Worker,11.53,5.83,4.09,2.55,89
10821,Female,Scientist,9.14,3.42,8.79,2.66,76
10822,Male,Healthcare Worker,11.39,1.06,9.74,1.81,76
10823,Female,Retail Worker,9.27,5.54,8.94,0.25,92
10824,Male,Driver,8.44,3.61,9.3,2.66,87
10825,Female,Freelancer,10.81,2.07,9.15,1.97,70
10826,Female,Freelancer,8.09,7.2,8.41,0.3,79
10827,Female,Healthcare Worker,8.61,6.16,7.51,1.72,92
10828,Female,Teacher,8.84,5.01,9.42,0.74,77
10829,Female,Engineer,9.98,6.33,7.69,0,79
10830,Female,Driver,6.67,2.33,14.69,0.31,52
10831,Female,Scientist,8.43,6.24,7.59,1.73,88
10832,Female,Teacher,7.08,9.64,6.07,1.21,87
10833,Male,Healthcare Worker,10.67,4.61,8.07,0.66,86
10834,Female,Manual Laborer,8.59,5.88,7.96,1.57,85
10835,Female,Freelancer,11.53,1,8.47,3,56
10836,Male,Retail Worker,7.74,6.68,7.38,2.2,96
10837,Female,Engineer,8.19,7.59,7.48,0.74,97
10838,Female,Freelancer,6.09,8.22,7.62,2.08,80
10839,Female,Teacher,8.84,2.98,9.18,3,72
10840,Female,Scientist,8.53,9.13,5.71,0.63,86
10841,Male,Entrepreneur,10.72,3.12,7.36,2.81,97
10842,Male,Freelancer,10.21,1,10.7,2.09,80
10843,Male,Office Worker,7.84,8.56,7.6,0,77
10844,Male,Teacher,8.16,4.14,8.71,3,78
10845,Male,Healthcare Worker,11.92,4.52,5.95,1.6,77
10846,Female,Retail Worker,6.03,9.3,8.66,0,89
10847,Male,Driver,11.26,4.41,6.79,1.53,84
10848,Female,Driver,10.64,8.96,3.58,0.83,89
10849,Female,Scientist,8.87,4.55,8.31,2.27,84
10850,Female,Scientist,8.67,5.86,7.65,1.82,94
10851,Male,Technician,8.63,7.21,7.29,0.87,86
10852,Female,Retail Worker,7.29,10.14,6.57,0.01,89
10853,Female,Manual Laborer,11.65,1,9.19,2.16,68
10854,Male,Entrepreneur,15.08,1,6.4,1.52,70
10855,Male,Freelancer,9.92,9.01,5.07,0,76
10856,Male,Entrepreneur,13.61,1,7.54,1.85,78
10857,Female,Technician,8.28,5.97,8.29,1.46,94
10858,Male,Consultant,11.82,1.75,8.4,2.03,67
10859,Male,Technician,5.99,2.7,14.45,0.86,68
10860,Female,Teacher,7.06,8.31,6.63,2.01,89
10861,Male,Entrepreneur,13.76,1,6.28,2.96,64
10862,Female,Driver,10.78,4.5,7.57,1.16,74
10863,Male,Entrepreneur,10.53,8.35,5.12,0.01,88
10864,Male,Manual Laborer,10.98,8.02,3.78,1.23,66
10865,Female,Consultant,6.61,6.82,8.65,1.92,100
10866,Male,Scientist,7.62,6.18,8.54,1.66,87
10867,Female,Manual Laborer,9.5,5.65,7.37,1.48,79
10868,Male,Healthcare Worker,9.41,5.77,8.44,0.38,87
10869,Female,Healthcare Worker,8.22,6.69,7.78,1.31,87
10870,Male,Manual Laborer,11.42,4.32,7.77,0.49,75
10871,Male,Scientist,18.13,1.84,4.03,0,51
10872,Male,Entrepreneur,15.26,1.81,6.24,0.68,64
10873,Male,Manager,8.84,8.63,6.38,0.15,80
10874,Male,Artist,9.24,6.4,7.84,0.52,86
10875,Female,Manual Laborer,9.78,5.1,6.6,2.52,84
10876,Male,Entrepreneur,15.35,1,4.96,2.69,70
10877,Male,Office Worker,8.13,7.74,6.26,1.87,86
10878,Male,Scientist,9.35,7.83,5.59,1.23,87
10879,Female,Driver,8.96,3.9,8.14,3,86
10880,Female,Healthcare Worker,8.06,5.91,7.76,2.27,88
10881,Female,Office Worker,9.2,6.81,7.21,0.78,91
10882,Female,Retail Worker,9.21,3.17,9.28,2.33,81
10883,Male,Office Worker,7.78,7.34,6.82,2.06,76
10884,Female,Scientist,7.25,6.47,8,2.28,83
10885,Female,Technician,9.52,7.07,6.83,0.59,100
10886,Male,Office Worker,8.09,8.71,6.23,0.97,90
10887,Male,Teacher,6.11,7.23,7.88,2.78,91
10888,Female,Teacher,8.83,4.4,7.77,3,98
10889,Female,Engineer,9.33,3.14,8.92,2.61,79
10890,Male,Artist,7.51,7.4,8.58,0.51,96
10891,Male,Consultant,6.98,10.93,5.54,0.55,91
10892,Female,Technician,9.73,8.89,5.38,0,85
10893,Male,Driver,9.65,4.28,7.34,2.73,81
10894,Female,Technician,8.66,6.51,6.57,2.26,85
10895,Female,Office Worker,8.68,4.88,8.48,1.96,87
10896,Female,Consultant,9.02,6.75,7.15,1.07,95
10897,Male,Artist,6.16,10.02,6.16,1.65,81
10898,Female,Artist,9.68,4.62,6.74,2.96,87
10899,Male,Teacher,6.68,10.04,6.26,1.03,94
10900,Female,Manager,13.64,1.96,6.75,1.66,66
10901,Female,Freelancer,5.41,8.49,7.68,2.41,90
10902,Male,Healthcare Worker,8.42,4.42,8.19,2.98,90
10903,Female,Manager,8.37,8.73,6.9,0,89
10904,Male,Retail Worker,8.02,2.9,10.36,2.72,66
10905,Female,Manager,11.51,1,8.49,3,82
10906,Female,Consultant,11.32,2.52,7.17,3,89
10907,Female,Entrepreneur,13.68,3.21,6.8,0.31,73
10908,Female,Driver,11.05,5.29,4.67,3,85
10909,Male,Retail Worker,9.91,5.66,5.43,3,74
10910,Male,Technician,8.96,9.15,5.26,0.63,78
10911,Male,Artist,5.76,6.62,9.07,2.55,75
10912,Female,Freelancer,6.29,7.44,7.27,3,72
10913,Male,Engineer,7.47,8.6,7.94,0,71
10914,Male,Consultant,11.65,4.26,6.18,1.91,75
10915,Male,Driver,8.59,6.56,7.08,1.77,84
10916,Female,Healthcare Worker,9.04,6.99,7.78,0.19,95
10917,Female,Healthcare Worker,11.98,3.73,7.23,1.06,64
10918,Male,Retail Worker,9.61,4.4,7.94,2.05,94
10919,Female,Teacher,8.65,6.2,8.03,1.12,65
10920,Female,Office Worker,9.08,7.14,5.74,2.03,87
10921,Male,Office Worker,7.64,6.96,9.39,0,64
10922,Male,Entrepreneur,11.78,3.32,7.91,0.98,67
10923,Female,Artist,8.97,9.61,5.06,0.35,72
10924,Male,Driver,10.1,5.66,7.45,0.79,65
10925,Male,Scientist,10.69,2.17,8.81,2.34,87
10926,Male,Office Worker,8.56,4.12,9.58,1.74,79
10927,Male,Scientist,8,6.59,6.41,3,69
10928,Female,Scientist,8.61,6.07,6.88,2.44,100
10929,Male,Manager,12.18,1,8.01,2.8,71
10930,Male,Artist,6.43,10.18,6.83,0.56,92
10931,Female,Freelancer,7.75,9.08,6.56,0.61,98
10932,Female,Scientist,8.77,4.14,9.25,1.84,84
10933,Male,Manager,9.68,5.01,6.3,3,79
10934,Male,Manual Laborer,10.99,5.76,6.94,0.31,71
10935,Male,Healthcare Worker,8.53,7.04,8.12,0.31,67
10936,Male,Consultant,10.16,2.3,9.19,2.35,75
10937,Male,Manual Laborer,8.04,3.71,10.1,2.16,72
10938,Female,Teacher,8.96,5.01,8.81,1.23,76
10939,Male,Freelancer,7.44,5.93,10.2,0.44,79
10940,Female,Entrepreneur,14.1,1,7.7,1.19,74
10941,Female,Consultant,11.37,3.22,6.83,2.58,81
10942,Male,Artist,7.17,9.19,6.93,0.7,84
10943,Female,Engineer,7.1,6.01,7.89,3,100
10944,Male,Office Worker,0.96,17.96,2.34,2.74,77
10945,Female,Healthcare Worker,9.7,8.04,4.78,1.48,73
10946,Male,Technician,7.37,9.6,6.94,0.09,87
10947,Male,Driver,8.4,6.55,6.16,2.89,85
10948,Female,Artist,5.04,9.62,7.67,1.67,91
10949,Female,Freelancer,8.59,7.62,6.38,1.41,67
